-992,-980
-988,-980
-985,-973
-979,-977
-997,-953
-994,-954
-996,-950
-981,-963
-974,-968
-971,-969
-983,-953
-984,-950
-993,-937
-970,-958
-974,-952
-984,-940
-979,-943
-961,-959
-980,-938
-983,-931
-961,-951
-959,-951
-993,-915
-955,-949
-963,-939
-956,-944
-982,-916
-968,-928
-967,-925
-950,-940
-977,-911
-949,-935
-960,-922
-952,-928
-944,-934
-979,-897
-942,-932
-960,-912
-972,-898
-945,-923
-977,-889
-946,-916
-946,-910
-933,-921
-937,-915
-988,-862
-960,-888
-927,-919
-973,-871
-933,-909
-936,-904
-925,-913
-941,-895
-922,-912
-930,-902
-922,-908
-930,-898
-916,-910
-933,-891
-937,-885
-912,-908
-917,-901
-917,-899
-911,-903
-921,-891
-922,-888
-911,-897
-916,-890
-912,-892
-961,-841
-959,-839
-908,-888
-910,-884
-903,-889
-912,-878
-909,-879
-897,-889
-901,-883
-899,-883
-892,-888
-915,-863
-909,-867
-890,-884
-902,-870
-892,-878
-898,-870
-888,-878
-905,-859
-887,-875
-896,-864
-891,-867
-929,-827
-881,-873
-912,-840
-938,-812
-885,-863
-879,-867
-890,-854
-943,-799
-939,-801
-884,-854
-958,-778
-911,-823
-877,-855
-902,-828
-888,-840
-868,-858
-903,-821
-866,-856
-872,-848
-878,-840
-865,-851
-947,-767
-889,-823
-860,-850
-875,-833
-943,-763
-872,-832
-884,-818
-856,-844
-861,-837
-851,-845
-897,-797
-885,-807
-849,-841
-849,-839
-869,-817
-932,-752
-862,-820
-841,-839
-857,-821
-860,-816
-848,-826
-842,-830
-863,-807
-888,-780
-850,-816
-847,-817
-862,-800
-831,-829
-832,-826
-837,-819
-850,-804
-846,-806
-847,-803
-898,-750
-910,-736
-823,-821
-827,-815
-865,-775
-837,-801
-848,-788
-865,-769
-820,-812
-849,-781
-820,-808
-832,-794
-892,-732
-823,-799
-821,-797
-888,-728
-826,-788
-812,-800
-839,-771
-808,-800
-851,-755
-832,-772
-819,-783
-845,-755
-805,-793
-799,-797
-884,-710
-870,-722
-817,-773
-814,-774
-816,-770
-801,-783
-794,-788
-791,-789
-820,-758
-803,-773
-804,-770
-840,-732
-813,-757
-790,-778
-794,-772
-804,-760
-799,-763
-781,-779
-800,-758
-868,-688
-803,-751
-781,-771
-779,-771
-813,-735
-823,-723
-775,-769
-783,-759
-776,-764
-802,-736
-788,-748
-857,-677
-787,-745
-770,-760
-797,-731
-853,-673
-769,-755
-780,-742
-772,-748
-764,-754
-799,-717
-762,-752
-780,-732
-792,-718
-765,-743
-797,-709
-842,-662
-766,-736
-819,-681
-821,-677
-766,-730
-753,-741
-757,-735
-808,-682
-780,-708
-747,-739
-793,-691
-753,-729
-756,-724
-745,-733
-761,-715
-742,-732
-750,-722
-742,-728
-750,-718
-736,-730
-753,-711
-757,-705
-732,-728
-737,-721
-737,-719
-731,-723
-741,-711
-742,-708
-731,-717
-736,-710
-732,-712
-781,-661
-779,-659
-728,-708
-730,-704
-723,-709
-732,-698
-729,-699
-717,-709
-721,-703
-719,-703
-712,-708
-735,-683
-729,-687
-710,-704
-722,-690
-712,-698
-718,-690
-708,-698
-725,-679
-707,-695
-716,-684
-711,-687
-749,-647
-701,-693
-732,-660
-758,-632
-705,-683
-699,-687
-710,-674
-763,-619
-759,-621
-704,-674
-778,-598
-731,-643
-697,-675
-722,-648
-708,-660
-688,-678
-723,-641
-686,-676
-692,-668
-698,-660
-685,-671
-767,-587
-709,-643
-680,-670
-695,-653
-763,-583
-692,-652
-704,-638
-676,-664
-681,-657
-671,-665
-717,-617
-705,-627
-669,-661
-669,-659
-689,-637
-752,-572
-682,-640
-661,-659
-677,-641
-680,-636
-668,-646
-662,-650
-683,-627
-708,-600
-670,-636
-667,-637
-682,-620
-651,-649
-652,-646
-657,-639
-670,-624
-666,-626
-667,-623
-718,-570
-730,-556
-643,-641
-647,-635
-685,-595
-657,-621
-668,-608
-685,-589
-640,-632
-669,-601
-640,-628
-652,-614
-712,-552
-643,-619
-641,-617
-708,-548
-646,-608
-632,-620
-659,-591
-628,-620
-671,-575
-652,-592
-639,-603
-665,-575
-625,-613
-619,-617
-704,-530
-690,-542
-637,-593
-634,-594
-636,-590
-621,-603
-614,-608
-611,-609
-640,-578
-623,-593
-624,-590
-660,-552
-633,-577
-610,-598
-614,-592
